caso com troca
iteração	 vencidas	 perdidas	 porcentagem	
21763	14567	7196	0.6693470569314892
21764	14568	7196	0.6693622495864731
21765	14569	7196	0.669377440845394
21766	14570	7196	0.6693926307084443
21767	14571	7196	0.6694078191758166
21768	14572	7196	0.669423006247703
21769	14572	7197	0.6693922550415728
21770	14573	7197	0.6694074414331649
21771	14573	7198	0.6693766937669376
21772	14573	7199	0.669345948925225
21773	14574	7199	0.669361135351123
21774	14575	7199	0.6693763203821071
21775	14576	7199	0.6693915040183697
21776	14577	7199	0.6694066862601029
21777	14578	7199	0.6694218671074987
21778	14579	7199	0.6694370465607494
21779	14579	7200	0.6694063088296065
21780	14580	7200	0.6694214876033058
21781	14581	7200	0.6694366649832423
21782	14582	7200	0.669451840969608
21783	14582	7201	0.6694211082036451
21784	14583	7201	0.6694362835108336
21785	14584	7201	0.6694514574248336
21786	14585	7201	0.6694666299458367
21787	14585	7202	0.66943590214348
21788	14585	7203	0.6694051771617404
21789	14585	7204	0.6693744550002295
21790	14586	7204	0.6693896282698486
21791	14587	7204	0.6694048001468497
21792	14587	7205	0.6693740822320118
21793	14587	7206	0.6693433671362364
21794	14588	7206	0.6693585390474442
21795	14588	7207	0.6693278274833677
21796	14588	7208	0.669297118737383
21797	14589	7208	0.669312290682204
21798	14589	7209	0.6692815854665566
21799	14590	7209	0.6692967567319602
21800	14590	7210	0.6692660550458716
21801	14591	7210	0.6692812256318518
21802	14592	7210	0.6692963948261628
21803	14593	7210	0.669311562628996
21804	14594	7210	0.669326729040543
21805	14594	7211	0.6692960330199496
21806	14595	7211	0.6693111987526369
21807	14596	7211	0.6693263630944192
21808	14596	7212	0.6692956713132795
21809	14597	7212	0.6693108349763859
21810	14598	7212	0.6693259972489684
21811	14598	7213	0.6692953097061116
21812	14598	7214	0.6692646249770768
21813	14599	7214	0.669279787282813
21814	14599	7215	0.6692491060786651
21815	14600	7215	0.6692642677057071
21816	14600	7216	0.6692335900256692
21817	14601	7216	0.669248750974011
21818	14602	7216	0.6692639105325878
21819	14603	7216	0.6692790687015904
21820	14604	7216	0.6692942254812099
21821	14604	7217	0.6692635534576784
21822	14604	7218	0.6692328842452571
21823	14605	7218	0.6692480410575998
21824	14606	7218	0.6692631964809385
21825	14606	7219	0.6692325315005727
21826	14606	7220	0.6692018693301567
21827	14606	7221	0.6691712099693041
21828	14606	7222	0.6691405534176287
21829	14606	7223	0.6691098996747447
21830	14607	7223	0.6691250572606505
21831	14607	7224	0.6690944070358664
21832	14607	7225	0.6690637596189081
21833	14607	7226	0.6690331150093894
21834	14607	7227	0.669002473206925
21835	14607	7228	0.6689718342111289
21836	14608	7228	0.6689869939549368
21837	14609	7228	0.669002152310299
21838	14610	7228	0.6690173092774063
21839	14611	7228	0.6690324648564495
21840	14611	7229	0.6690018315018315
21841	14611	7230	0.6689712009523373
21842	14612	7230	0.6689863565607546
21843	14613	7230	0.6690015107814861
21844	14614	7230	0.6690166636147226
21845	14615	7230	0.6690318150606546
21846	14616	7230	0.6690469651194727
21847	14617	7230	0.6690621137913673
21848	14617	7231	0.6690314902965947
21849	14618	7231	0.6690466382900819
21850	14618	7232	0.6690160183066362
21851	14619	7232	0.6690311656217107
21852	14620	7232	0.6690463115504302
21853	14620	7233	0.6690156957854757
21854	14621	7233	0.669030841035966
21855	14622	7233	0.6690459849004804
21856	14623	7233	0.6690611273792094
21857	14624	7233	0.6690762684723429
21858	14625	7233	0.6690914081800714
21859	14626	7233	0.6691065465025847
21860	14626	7234	0.6690759377859103
21861	14627	7234	0.6690910754311331
21862	14627	7235	0.6690604702223035
21863	14627	7236	0.6690298678132004
21864	14628	7236	0.6690450054884742
21865	14628	7237	0.6690144065858679
21866	14629	7237	0.6690295435836459
21867	14630	7237	0.6690446791969634
21868	14631	7237	0.6690598134260106
21869	14632	7237	0.6690749462709772
21870	14632	7238	0.6690443529949702
21871	14633	7238	0.6690594851630013
21872	14634	7238	0.6690746159473299
21873	14635	7238	0.6690897453481461
21874	14636	7238	0.6691048733656396
21875	14637	7238	0.66912
21876	14638	7238	0.669135125251417
21877	14639	7238	0.6691502491200805
21878	14639	7239	0.6691196635889936
21879	14639	7240	0.6690890808537867
21880	14640	7240	0.6691042047531993
21881	14641	7240	0.6691193272702345
21882	14642	7240	0.6691344484050818
21883	14643	7240	0.6691495681579308
21884	14644	7240	0.669164686528971
21885	14645	7240	0.6691798035183916
21886	14646	7240	0.6691949191263822
21887	14646	7241	0.6691643441312194
21888	14647	7241	0.6691794590643275
21889	14648	7241	0.6691945726163827
21890	14649	7241	0.6692096847875743
21891	14650	7241	0.6692247955780914
21892	14650	7242	0.669194226201352
21893	14650	7243	0.6691636596172292
21894	14651	7243	0.6691787704393898
21895	14651	7244	0.669148207353277
21896	14652	7244	0.6691633175009134
21897	14652	7245	0.6691327579120427
21898	14653	7245	0.6691478673851493
21899	14654	7245	0.6691629754783324
21900	14655	7245	0.6691780821917809
21901	14655	7246	0.6691475275101594
21902	14656	7246	0.6691626335494475
21903	14657	7246	0.6691777382093778
21904	14658	7246	0.6691928414901388
21905	14659	7246	0.6692079433919197
21906	14660	7246	0.6692230439149092
21907	14660	7247	0.6691924955493678
21908	14661	7247	0.669207595398941
21909	14661	7248	0.6691770505271806
21910	14662	7248	0.6691921497033319
21911	14663	7248	0.669207247501255
21912	14664	7248	0.6692223439211391
21913	14665	7248	0.6692374389631726
21914	14665	7249	0.6692068996988226
21915	14665	7250	0.6691763632215377
21916	14666	7250	0.6691914582953093
21917	14667	7250	0.6692065519916047
21918	14668	7250	0.6692216443106123
21919	14668	7251	0.6691911127332452
21920	14668	7252	0.6691605839416058
21921	14668	7253	0.6691300579353132
21922	14668	7254	0.669099534713986
21923	14669	7254	0.6691146284723806
21924	14670	7254	0.6691297208538588
21925	14670	7255	0.6690992018244014
21926	14671	7255	0.6691142935327922
21927	14672	7255	0.6691293838646417
21928	14673	7255	0.6691444728201387
21929	14674	7255	0.669159560399471
21930	14674	7256	0.6691290469676242
21931	14675	7256	0.6691441338744243
21932	14675	7257	0.6691136239285063
21933	14676	7257	0.6691287101627684
21934	14677	7257	0.669143795021428
21935	14677	7258	0.6691132892637338
21936	14678	7258	0.6691283734500365
21937	14678	7259	0.6690978711765511
21938	14678	7260	0.6690673716838362
21939	14679	7260	0.6690824559004512
21940	14679	7261	0.6690519598906107
21941	14680	7261	0.6690670434346657
21942	14680	7262	0.6690365509069365
21943	14681	7262	0.6690516337784259
21944	14682	7262	0.6690667152752461
21945	14683	7262	0.6690817953975848
21946	14684	7262	0.6690968741456302
21947	14684	7263	0.6690663872055406
21948	14685	7263	0.6690814652815746
21949	14685	7264	0.6690509818214952
21950	14686	7264	0.6690660592255125
21951	14687	7264	0.669081135255797
21952	14688	7264	0.6690962099125365
21953	14689	7264	0.6691112831959185
21954	14690	7264	0.669126355106131
21955	14691	7264	0.6691414256433614
21956	14692	7264	0.6691564948077974
21957	14692	7265	0.6691260190372091
21958	14692	7266	0.6690955460424447
21959	14693	7266	0.669110615237488
21960	14694	7266	0.6691256830601093
21961	14695	7266	0.6691407495104958
21962	14695	7267	0.6691102813951371
21963	14695	7268	0.6690798160542731
21964	14696	7268	0.6690948825350573
21965	14696	7269	0.6690644206692465
21966	14696	7270	0.6690339615769826
21967	14697	7270	0.6690490280875859
21968	14697	7271	0.6690185724690458
21969	14698	7271	0.6690336383085257
21970	14699	7271	0.6690487027765134
21971	14700	7271	0.6690637658731965
21972	14701	7271	0.669078827598762
21973	14701	7272	0.6690483775542712
21974	14702	7272	0.6690634386092655
21975	14702	7273	0.669032992036405
21976	14703	7273	0.6690480524208228
21977	14703	7274	0.6690176093188334
21978	14704	7274	0.669032669032669
21979	14705	7274	0.6690477273761317
21980	14705	7275	0.6690172884440401
21981	14706	7275	0.6690323461171012
21982	14706	7276	0.6690019106541716
21983	14707	7276	0.6690169676568257
21984	14708	7276	0.6690320232896652
21985	14708	7277	0.6690015919945417
21986	14709	7277	0.6690166469571546
21987	14710	7277	0.6690317005503252
21988	14711	7277	0.6690467527742405
21989	14711	7278	0.6690163263449906
21990	14712	7278	0.669031377899045
21991	14713	7278	0.6690464280842162
21992	14714	7278	0.6690614769006912
21993	14714	7279	0.6690310553357887
21994	14715	7279	0.669046103482768
21995	14715	7280	0.6690156853830416
21996	14715	7281	0.6689852700490998
21997	14715	7282	0.6689548574805655
21998	14715	7283	0.6689244476770615
21999	14716	7283	0.668939497249875
22000	14716	7284	0.6689090909090909
22001	14716	7285	0.668878687332394
22002	14716	7286	0.6688482865194073
22003	14716	7287	0.6688178884697541
22004	14717	7287	0.6688329394655517
22005	14718	7287	0.6688479890933878
22006	14719	7287	0.6688630373534491
22007	14719	7288	0.6688326441586768
22008	14720	7288	0.6688476917484552
22009	14720	7289	0.668817302012813
22010	14721	7289	0.6688323489323035
22011	14722	7289	0.6688473944845759
22012	14722	7290	0.668817008904234
22013	14723	7290	0.668832053786399
22014	14723	7291	0.6688016716634869
22015	14724	7291	0.6688167158755394
22016	14725	7291	0.6688317587209303
22017	14725	7292	0.6688013807512376
22018	14725	7293	0.6687710055409211
22019	14725	7294	0.6687406330896044
22020	14726	7294	0.6687556766575841
22021	14726	7295	0.6687253076608691
22022	14726	7296	0.6686949414222142
22023	14727	7296	0.6687099850156655
22024	14728	7296	0.6687250272430076
22025	14729	7296	0.6687400681044268
22026	14730	7296	0.6687551076001089
22027	14731	7296	0.6687701457302402
22028	14731	7297	0.6687397857272562
22029	14731	7298	0.6687094284806392
22030	14732	7298	0.668724466636405
22031	14732	7299	0.6686941128409968
22032	14733	7299	0.6687091503267973
22033	14733	7300	0.6686787999818454
22034	14733	7301	0.6686484523917582
22035	14734	7301	0.668663489902428
22036	14735	7301	0.6686785260482846
22037	14735	7302	0.6686481826019876
22038	14736	7302	0.6686632180778656
22039	14737	7302	0.6686782521893008
22040	14738	7302	0.6686932849364792
22041	14738	7303	0.6686629463272992
22042	14738	7304	0.6686326104709192
22043	14738	7305	0.6686022773669645
22044	14739	7305	0.6686173108328797
22045	14739	7306	0.6685869811748696
22046	14740	7306	0.6686020139707883
22047	14741	7306	0.6686170454030027
22048	14742	7306	0.6686320754716981
22049	14742	7307	0.6686017506462878
22050	14743	7307	0.6686167800453515
22051	14743	7308	0.6685864586640061
22052	14744	7308	0.6686014873934337
22053	14744	7309	0.6685711694554028
22054	14745	7309	0.66858619751519
22055	14746	7309	0.6686012242121968
22056	14746	7310	0.6685709104098658
22057	14746	7311	0.6685405993562135
22058	14747	7311	0.6685556260767068
22059	14747	7312	0.668525318464119
22060	14747	7313	0.6684950135992747
22061	14748	7313	0.6685100403426862
22062	14749	7313	0.668525065723869
22063	14749	7314	0.6684947649911617
22064	14750	7314	0.6685097897026832
22065	14751	7314	0.6685248130523453
22066	14752	7314	0.6685398350403335
22067	14753	7314	0.6685548556668328
22068	14754	7314	0.6685698749320282
22069	14754	7315	0.6685395804069056
22070	14754	7316	0.6685092886270956
22071	14754	7317	0.6684789995922251
22072	14755	7317	0.6684940195723088
22073	14756	7317	0.6685090381914556
22074	14756	7318	0.668478753284407
22075	14757	7318	0.6684937712344281
22076	14757	7319	0.6684634897626381
22077	14757	7320	0.6684332110341079
22078	14758	7320	0.6684482290062506
22079	14758	7321	0.6684179537116717
22080	14759	7321	0.6684329710144927
22081	14760	7321	0.6684479869571125
22082	14760	7322	0.6684177157866136
22083	14760	7323	0.668387447357696
22084	14761	7323	0.6684024633218619
22085	14762	7323	0.6684174779261942
22086	14763	7323	0.6684324911708774
22087	14764	7323	0.6684475030560963
22088	14765	7323	0.6684625135820355
22089	14766	7323	0.6684775227488795
22090	14767	7323	0.668492530556813
22091	14768	7323	0.6685075370060205
22092	14768	7324	0.6684772768422959
22093	14769	7324	0.6684922826234554
22094	14769	7325	0.6684620258893818
22095	14770	7325	0.6684770310024892
22096	14770	7326	0.6684467776973207
22097	14771	7326	0.6684617821423723
22098	14771	7327	0.6684315322653633
22099	14772	7327	0.6684465360423548
22100	14773	7327	0.6684615384615384
22101	14774	7327	0.6684765395230985
22102	14774	7328	0.6684462944529906
22103	14774	7329	0.6684160521196217
22104	14775	7329	0.6684310532030402
22105	14776	7329	0.6684460529292016
22106	14777	7329	0.66846105129829
22107	14778	7329	0.6684760483104899
22108	14779	7329	0.6684910439659851
22109	14780	7329	0.66850603826496
22110	14781	7329	0.6685210312075984
22111	14781	7330	0.668490796436163
22112	14781	7331	0.6684605643994211
22113	14781	7332	0.6684303350970018
22114	14781	7333	0.6684001085285339
22115	14782	7333	0.6684151028713543
22116	14782	7334	0.6683848797250859
22117	14782	7335	0.6683546593118416
22118	14783	7335	0.6683696536757392
22119	14783	7336	0.6683394366833944
22120	14783	7337	0.6683092224231465
22121	14784	7337	0.6683242168075584
22122	14785	7337	0.668339209836362
22123	14786	7337	0.668354201509741
22124	14787	7337	0.6683691918278792
22125	14788	7337	0.6683841807909604
22126	14789	7337	0.6683991683991684
22127	14790	7337	0.6684141546526867
22128	14791	7337	0.6684291395516992
22129	14792	7337	0.6684441230963893
22130	14793	7337	0.6684591052869409
22131	14794	7337	0.6684740861235371
22132	14795	7337	0.6684890656063618
22133	14796	7337	0.6685040437355985
22134	14797	7337	0.6685190205114304
22135	14798	7337	0.6685339959340411
22136	14799	7337	0.668548970003614
22137	14800	7337	0.6685639427203325
22138	14801	7337	0.6685789140843797
22139	14801	7338	0.6685487149374407
22140	14801	7339	0.6685185185185185
22141	14802	7339	0.668533489905605
22142	14802	7340	0.6685032969018155
22143	14803	7340	0.6685182676240798
22144	14804	7340	0.6685332369942196
22145	14805	7340	0.6685482050124182
22146	14805	7341	0.6685180167976158
22147	14805	7342	0.6684878313089809
22148	14805	7343	0.6684576485461441
22149	14806	7343	0.6684726172739176
22150	14807	7343	0.6684875846501128
22151	14808	7343	0.668502550674913
22152	14809	7343	0.6685175153485012
22153	14809	7344	0.6684873380580508
22154	14809	7345	0.6684571634919202
22155	14810	7345	0.668472128187768
22156	14811	7345	0.6684870915327676
22157	14812	7345	0.668502053527102
22158	14812	7346	0.6684718837440202
22159	14813	7346	0.6684868450742362
22160	14814	7346	0.6685018050541516
22161	14814	7347	0.6684716393664546
22162	14814	7348	0.6684414764010468
22163	14815	7348	0.668456436403014
22164	14816	7348	0.6684713950550443
22165	14817	7348	0.6684863523573201
22166	14817	7349	0.6684561941712532
22167	14817	7350	0.6684260387061849
22168	14818	7350	0.6684409960303139
22169	14819	7350	0.6684559520050521
22170	14820	7350	0.6684709066305818
22171	14821	7350	0.6684858599070859
22172	14822	7350	0.6685008118347465
22173	14823	7350	0.6685157624137464
22174	14824	7350	0.668530711644268
22175	14825	7350	0.6685456595264938
22176	14825	7351	0.6685155122655123
22177	14825	7352	0.6684853677233169
22178	14825	7353	0.6684552258995401
22179	14826	7353	0.6684701744893818
22180	14826	7354	0.6684400360685302
22181	14827	7354	0.6684549839953113
22182	14828	7354	0.6684699305743396
22183	14828	7355	0.6684397962403642
22184	14829	7355	0.6684547421565092
22185	14830	7355	0.6684696867252649
22186	14831	7355	0.6684846299468133
22187	14831	7356	0.6684545003831073
22188	14832	7356	0.6684694429421308
22189	14833	7356	0.6684843841543107
22190	14834	7356	0.6684993240198287
22191	14834	7357	0.668469199224911
22192	14834	7358	0.6684390771449171
22193	14834	7359	0.6684089577794801
22194	14834	7360	0.6683788411282329
22195	14835	7360	0.6683937823834197
22196	14836	7360	0.668408722292305
22197	14837	7360	0.6684236608550705
22198	14837	7361	0.6683935489683756
22199	14838	7361	0.6684084868687779
22200	14839	7361	0.6684234234234234
22201	14840	7361	0.668438358632494
22202	14841	7361	0.6684532924961715
22203	14841	7362	0.6684231860559384
22204	14842	7362	0.6684381192577914
22205	14843	7362	0.6684530511146138
22206	14844	7362	0.6684679816265874
22207	14845	7362	0.6684829107938938
22208	14846	7362	0.6684978386167147
22209	14847	7362	0.6685127650952316
22210	14848	7362	0.6685276902296263
22211	14849	7362	0.6685426140200802
22212	14850	7362	0.6685575364667747
22213	14850	7363	0.6685274388871382
22214	14851	7363	0.6685423606734492
22215	14852	7363	0.6685572811163628
22216	14852	7364	0.6685271876125315
22217	14852	7365	0.6684970968177522
22218	14853	7365	0.6685120172832838
22219	14853	7366	0.6684819298798326
22220	14854	7366	0.6684968496849685
22221	14855	7366	0.6685117681472481
22222	14856	7366	0.6685266852668527
22223	14857	7366	0.6685416010439634
22224	14858	7366	0.6685565154787617
22225	14858	7367	0.6685264341957255
22226	14858	7368	0.6684963556195447
22227	14858	7369	0.6684662797498537
22228	14859	7369	0.6684811948893288
22229	14860	7369	0.6684961086868505
22230	14860	7370	0.6684660368870895
22231	14861	7370	0.6684809500247402
22232	14861	7371	0.6684508816120907
22233	14862	7371	0.6684657940898664
22234	14863	7371	0.66848070522623
22235	14864	7371	0.6684956150213627
22236	14865	7371	0.6685105234754453
22237	14866	7371	0.6685254305886585
22238	14867	7371	0.6685403363611836
22239	14868	7371	0.6685552407932012
22240	14869	7371	0.6685701438848921
22241	14870	7371	0.6685850456364372
22242	14871	7371	0.6685999460480173
22243	14872	7371	0.668614845119813
22244	14873	7371	0.668629742852005
22245	14873	7372	0.6685996853225444
22246	14874	7372	0.6686145823968354
22247	14875	7372	0.668629478131883
22248	14875	7373	0.6685994246673859
22249	14875	7374	0.6685693739044452
22250	14876	7374	0.6685842696629214
22251	14877	7374	0.6685991640825132
22252	14878	7374	0.668614057163401
22253	14879	7374	0.6686289489057655
22254	14880	7374	0.668643839309787
22255	14881	7374	0.6686587283756459
22256	14882	7374	0.6686736161035226
22257	14883	7374	0.6686885024935976
22258	14884	7374	0.6687033875460509
22259	14884	7375	0.6686733456130105
22260	14885	7375	0.6686882300089847
22261	14886	7375	0.6687031130676969
22262	14886	7376	0.6686730751954002
22263	14887	7376	0.668687957597808
22264	14887	7377	0.6686579231045634
22265	14888	7377	0.6686728048506625
22266	14889	7377	0.6686876852600377
22267	14890	7377	0.6687025643328692
22268	14891	7377	0.6687174420693371
22269	14892	7377	0.6687323184696214
22270	14893	7377	0.6687471935339021
22271	14893	7378	0.6687171658210228
22272	14894	7378	0.6687320402298851
22273	14894	7379	0.6687020158936829
22274	14895	7379	0.6687168896471222
22275	14896	7379	0.6687317620650954
22276	14896	7380	0.6687017417848806
22277	14897	7380	0.6687166135476051
22278	14898	7380	0.6687314839752222
22279	14899	7380	0.6687463530679115
22280	14900	7380	0.6687612208258528
22281	14901	7380	0.6687760872492258
22282	14902	7380	0.6687909523382102
22283	14903	7380	0.6688058160929857
22284	14904	7380	0.6688206785137318
22285	14905	7380	0.6688355396006282
22286	14906	7380	0.6688503993538545
22287	14907	7380	0.66886525777359
22288	14908	7380	0.6688801148600143
22289	14909	7380	0.668894970613307
22290	14910	7380	0.6689098250336474
22291	14911	7380	0.6689246781212148
22292	14912	7380	0.6689395298761888
22293	14913	7380	0.6689543802987485
22294	14913	7381	0.6689243742711043
22295	14914	7381	0.6689392240412648
22296	14915	7381	0.6689540724793684
22297	14915	7382	0.6689240705027583
22298	14915	7383	0.6688940712171495
22299	14915	7384	0.6688640746221803
22300	14916	7384	0.6688789237668161
22301	14916	7385	0.6688489305412313
22302	14916	7386	0.6688189400053807
22303	14916	7387	0.6687889521589024
22304	14916	7388	0.6687589670014347
22305	14917	7388	0.6687738175297019
22306	14917	7389	0.668743835739263
22307	14918	7389	0.6687586856143811
22308	14919	7389	0.6687735341581496
22309	14919	7390	0.6687435564122103
22310	14920	7390	0.6687584043030032
22311	14920	7391	0.6687284299224597
22312	14920	7392	0.6686984582287558
22313	14921	7392	0.6687133061444002
22314	14922	7392	0.6687281527292283
22315	14923	7392	0.6687429979834192
22316	14923	7393	0.6687130310091415
22317	14924	7393	0.6687278756105212
22318	14925	7393	0.6687427188816202
22319	14926	7393	0.6687575608226175
22320	14927	7393	0.6687724014336918
22321	14928	7393	0.6687872407150217
22322	14929	7393	0.6688020786667861
22323	14930	7393	0.6688169152891636
22324	14931	7393	0.6688317505823329
22325	14932	7393	0.6688465845464726
22326	14932	7394	0.6688166263549226
22327	14932	7395	0.6687866708469566
22328	14932	7396	0.6687567180222143
22329	14933	7396	0.6687715526893278
22330	14934	7396	0.6687863860277653
22331	14935	7396	0.6688012180377054
22332	14935	7397	0.6687712699265628
22333	14936	7397	0.6687861012850939
22334	14937	7397	0.6688009313154831
22335	14938	7397	0.6688157600179091
22336	14938	7398	0.6687858166189111
22337	14938	7399	0.6687558759009715
22338	14938	7400	0.6687259378637299
22339	14939	7400	0.6687407672680066
22340	14940	7400	0.6687555953446732
22341	14941	7400	0.668770422093908
22342	14941	7401	0.6687404887655537
22343	14942	7401	0.6687553148637158
22344	14943	7401	0.6687701396348013
22345	14944	7401	0.6687849630789886
22346	14945	7401	0.6687997851964558
22347	14945	7402	0.6687698572515326
22348	14945	7403	0.6687399319849651
22349	14946	7403	0.6687547541277015
22350	14947	7403	0.6687695749440716
22351	14947	7404	0.6687396537067692
22352	14948	7404	0.6687544738725841
22353	14949	7404	0.6687692927123876
22354	14950	7404	0.6687841102263578
22355	14950	7405	0.6687541936926862
22356	14950	7406	0.668724279835391
22357	14951	7406	0.6687390973744242
22358	14952	7406	0.6687539135879774
22359	14953	7406	0.6687687284762288
22360	14954	7406	0.668783542039356
22361	14954	7407	0.6687536335584277
22362	14955	7407	0.6687684464716931
22363	14956	7407	0.6687832580601887
22364	14956	7408	0.6687533536040065
22365	14957	7408	0.6687681645428124
22366	14957	7409	0.6687382634355719
22367	14957	7410	0.6687083650020119
22368	14958	7410	0.6687231759656652
22369	14959	7410	0.6687379856050785
22370	14959	7411	0.6687080911935628
22371	14960	7411	0.668722900183273
22372	14960	7412	0.668693009118541
22373	14961	7412	0.6687078174585438
22374	14961	7413	0.6686779297398766
22375	14962	7413	0.6686927374301675
22376	14962	7414	0.6686628530568466
22377	14962	7415	0.6686329713545158
22378	14962	7416	0.668603092322817
22379	14962	7417	0.6685732159613924
22380	14963	7417	0.6685880250223414
22381	14964	7417	0.6686028327599303
22382	14964	7418	0.6685729604146189
22383	14965	7418	0.6685877675021221
22384	14965	7419	0.6685578984989278
22385	14966	7419	0.6685727049363414
22386	14967	7419	0.6685875100509246
22387	14967	7420	0.6685576450618662
22388	14967	7421	0.668527782740754
22389	14967	7422	0.6684979230872303
22390	14968	7422	0.6685127288968289
22391	14969	7422	0.6685275333839489
22392	14970	7422	0.6685423365487674
22393	14971	7422	0.6685571383914616
22394	14972	7422	0.6685719389122087
22395	14972	7423	0.6685420852868944
22396	14973	7423	0.6685568851580639
22397	14974	7423	0.6685716837076394
22398	14975	7423	0.6685864809357979
22399	14975	7424	0.6685566319924997
22400	14975	7425	0.6685267857142857
22401	14975	7426	0.668496942100799
22402	14975	7427	0.6684671011516828
22403	14976	7427	0.6684818997455698
22404	14977	7427	0.6684966970183895
22405	14978	7427	0.6685114929703191
22406	14979	7427	0.6685262876015353
22407	14980	7427	0.668541080912215
22408	14980	7428	0.6685112459835773
22409	14981	7428	0.6685260386451872
22410	14982	7428	0.6685408299866131
22411	14983	7428	0.6685556200080318
22412	14984	7428	0.6685704087096198
22413	14984	7429	0.6685405791281845
22414	14985	7429	0.668555367181226
22415	14985	7430	0.6685255409324113
22416	14985	7431	0.6684957173447538
22417	14986	7431	0.6685105054199938
22418	14987	7431	0.66852529217593
22419	14988	7431	0.6685400776127391
22420	14988	7432	0.6685102586975914
22421	14989	7432	0.6685250434860176
22422	14990	7432	0.6685398269556685
22423	14990	7433	0.6685100120412076
22424	14990	7434	0.6684801997859436
22425	14990	7435	0.6684503901895206
22426	14990	7436	0.6684205832515829
22427	14990	7437	0.6683907789717751
22428	14991	7437	0.6684055644729802
22429	14992	7437	0.6684203486557582
22430	14993	7437	0.6684351315202853
22431	14993	7438	0.6684053319067362
22432	14994	7438	0.6684201141226819
22433	14995	7438	0.6684348950207284
22434	14995	7439	0.6684050994026923
22435	14995	7440	0.6683753064408291
22436	14996	7440	0.6683900873596006
22437	14996	7441	0.6683602977225119
22438	14997	7441	0.668375077992691
22439	14997	7442	0.6683452916796648
22440	14998	7442	0.6683600713012477
22441	14999	7442	0.6683748496056325
22442	14999	7443	0.6683450672845558
22443	15000	7443	0.6683598449405159
22444	15000	7444	0.6683300659418998
22445	15000	7445	0.6683002895967921
22446	15001	7445	0.6683150672725653
22447	15002	7445	0.6683298436316657
22448	15002	7446	0.6683000712758375
22449	15003	7446	0.6683148469865028
22450	15004	7446	0.6683296213808463
22451	15005	7446	0.6683443944590441
22452	15006	7446	0.668359166221272
22453	15006	7447	0.6683293991894179
22454	15007	7447	0.668344170303732
22455	15007	7448	0.6683144065909596
22456	15008	7448	0.6683291770573566
22457	15009	7448	0.6683439462083092
22458	15010	7448	0.6683587140439933
22459	15011	7448	0.6683734805645843
22460	15012	7448	0.6683882457702582
22461	15013	7448	0.6684030096611905
22462	15013	7449	0.6683732526043985
22463	15014	7449	0.6683880158482839
22464	15015	7449	0.6684027777777778
22465	15015	7450	0.6683730247050969
22466	15016	7450	0.6683877859877148
22467	15017	7450	0.6684025459562914
22468	15017	7451	0.6683727968666549
22469	15018	7451	0.6683875561885264
22470	15019	7451	0.6684023141967067
22471	15020	7451	0.6684170708913711
22472	15021	7451	0.6684318262726949
22473	15022	7451	0.6684465803408535
22474	15023	7451	0.6684613330960221
22475	15023	7452	0.6684315906562848
22476	15023	7453	0.6684018508631429
22477	15024	7453	0.6684166036392757
22478	15025	7453	0.6684313551027672
22479	15026	7453	0.6684461052537924
22480	15027	7453	0.6684608540925266
22481	15027	7454	0.6684311196121169
22482	15027	7455	0.6684013877768882
22483	15027	7456	0.6683716585864876
22484	15027	7457	0.6683419320405621
22485	15028	7457	0.6683566822325995
22486	15029	7457	0.6683714311126924
22487	15030	7457	0.6683861786810157
22488	15031	7457	0.6684009249377446
22489	15031	7458	0.6683712036995865
22490	15031	7459	0.6683414851044909
22491	15032	7459	0.6683562313814415
22492	15032	7460	0.6683265160946115
22493	15033	7460	0.6683412617258703
22494	15033	7461	0.6683115497465991
22495	15034	7461	0.6683262947321627
22496	15035	7461	0.6683410384068279
22497	15036	7461	0.6683557807707694
22498	15037	7461	0.6683705218241621
22499	15038	7461	0.6683852615671808
22500	15038	7462	0.6683555555555556
22501	15038	7463	0.6683258521843474
22502	15038	7464	0.6682961514532042
22503	15039	7464	0.6683108918810825
22504	15040	7464	0.6683256309989335
22505	15041	7464	0.6683403688069318
22506	15041	7465	0.6683106727094997
22507	15041	7466	0.6682809792508997
22508	15041	7467	0.6682512884307802
22509	15042	7467	0.6682660269225643
22510	15042	7468	0.6682363394047091
22511	15043	7468	0.6682510772511217
22512	15044	7468	0.6682658137882018
22513	15045	7468	0.668280549016124
22514	15045	7469	0.6682508661277428
22515	15046	7469	0.6682656007106373
22516	15047	7469	0.668280333984722
22517	15048	7469	0.668295065950171
22518	15048	7470	0.6682653876898481
22519	15048	7471	0.668235712065367
22520	15048	7472	0.6682060390763765
22521	15048	7473	0.6681763687225256
22522	15049	7473	0.6681911020335671
22523	15050	7473	0.6682058340363184
22524	15051	7473	0.6682205647309537
22525	15051	7474	0.6681908990011098
22526	15052	7474	0.6682056290508745
22527	15052	7475	0.6681759666178364
22528	15053	7475	0.6681906960227273
22529	15053	7476	0.6681610368857916
22530	15054	7476	0.6681757656458056
22531	15055	7476	0.6681904930983977
22532	15056	7476	0.6682052192437422
22533	15057	7476	0.668219944082013
22534	15058	7476	0.6682346676133842
22535	15058	7477	0.6682050144220102
22536	15059	7477	0.6682197373091942
22537	15060	7477	0.6682344588898256
22538	15061	7477	0.6682491791640784
22539	15062	7477	0.6682638981321265
22540	15062	7478	0.6682342502218278
22541	15063	7478	0.6682489685462047
22542	15064	7478	0.6682636855647236
22543	15064	7479	0.6682340416093687
